gene_id	chrom	start	end	strand	unique_count	effective_count
YNL169C	XIV	316169	317671	-	29	29.000
YNL168C	XIV	318030	318809	-	28	28.000
YNL167C	XIV	319416	321359	-	20	20.000
YNL166C	XIV	322219	323565	-	11	11.000
YNL165W	XIV	323832	325052	+	21	21.000
YNL164C	XIV	325265	326320	-	13	13.000
YNL163C	XIV	326741	330073	-	12	12.000
YNL162W-A	XIV	330329	330547	+	2	2.000
YNL162W	XIV	331322	332154	+	113	113.693
YNL161W	XIV	332597	334867	+	24	24.000
YNL160W	XIV	336545	337609	+	334	334.000
YNL159C	XIV	338478	339347	-	27	27.000
YNL158W	XIV	339612	340208	+	1	1.100
YNL157W	XIV	340352	340858	+	39	42.900
YNL156C	XIV	341069	341968	-	85	85.000
YNL155W	XIV	342516	343340	+	24	24.000
YNL154C	XIV	343636	345276	-	25	25.000
YNL153C	XIV	345669	346058	-	14	14.000
YNL152W	XIV	346313	347542	+	11	11.000
YNL151C	XIV	347766	348521	-	6	6.000
YNL150W	XIV	349251	349658	+	0	0.000
YNL149C	XIV	349367	349756	-	41	41.000
YNL148C	XIV	349907	350671	-	3	3.000
YNL147W	XIV	350940	351383	+	13	13.000
YNL146C-A	XIV	351386	351580	-	3	3.000
YNL146W	XIV	351715	352017	+	4	4.000
YNL145W	XIV	352414	352530	+	57	57.000
YNL144C	XIV	352820	355042	-	13	13.000
YNL144W-A	XIV	353061	353144	+	0	0.000
YNL143C	XIV	356794	357186	-	3	3.000
YNL142W	XIV	357453	358952	+	108	108.000
YNL141W	XIV	359596	360639	+	13	13.000
YNL140C	XIV	360917	361486	-	1	1.889
YNL139C	XIV	360924	365717	-	8	15.111
YNL138W-A	XIV	366033	366412	+	5	5.000
YNL138W	XIV	366741	368321	+	42	42.000
YNL137C	XIV	368595	370055	-	33	33.000
YNL136W	XIV	370368	371645	+	11	11.000
YNL135C	XIV	371882	372226	-	298	298.879
YNL134C	XIV	372451	373581	-	36	36.000
YNL133C	XIV	374171	374692	-	13	13.000
tF(GAA)N	XIV	374869	374959	+	0	0.000
YNL132W	XIV	375321	378491	+	5	5.000
YNL131W	XIV	378767	379225	+	61	61.000
YNL130C	XIV	379558	380831	-	92	92.000
YNL130C-A	XIV	381245	381391	-	2	2.000
YNL129W	XIV	381480	382202	+	7	7.000
YNL128W	XIV	382359	383663	+	0	0.000
YNL127W	XIV	383987	386848	+	9	9.000
YNL126W	XIV	387227	389767	+	13	13.000
YNL125C	XIV	390146	392167	-	152	152.000
YNL124W	XIV	392892	394370	+	10	10.000
YNL123W	XIV	394685	397678	+	29	29.000
YNL122C	XIV	398023	398370	-	19	19.000
YNL121C	XIV	398684	400537	-	36	36.000
YNL120C	XIV	401033	401518	-	0	0.000
YNL119W	XIV	401040	402521	+	7	7.000
YNL118C	XIV	402652	405564	-	20	20.000
YNL117W	XIV	406358	408022	+	25	25.000
YNL116W	XIV	408341	409909	+	33	33.000
YNL115C	XIV	410119	412053	-	37	37.000
YNL114C	XIV	412684	413055	-	0	0.000
YNL113W	XIV	412771	413199	+	15	15.000
YNL112W	XIV	413639	416281	+	8	8.000
YNL111C	XIV	416940	417302	-	73	73.000
YNL110C	XIV	417826	418488	-	6	6.000
YNL109W	XIV	418964	419509	+	5	5.000
YNL108C	XIV	419014	419826	-	5	5.000
YNL107W	XIV	420098	420778	+	5	5.000
YNL106C	XIV	420944	424495	-	6	6.000
YNL105W	XIV	424155	424583	+	0	0.000
YNL104C	XIV	424895	426754	-	648	648.000
YNL103W-A	XIV	426719	426808	+	8	8.000
YNL103W	XIV	427735	429753	+	20	20.000
YNL102W	XIV	430087	434493	+	7	7.000
YNL101W	XIV	434999	437140	+	46	46.126
YNL100W	XIV	437613	438317	+	59	59.000
YNL099C	XIV	438567	439283	-	14	14.000
YNL098C	XIV	439602	440570	-	35	35.000
YNL097C-B	XIV	440797	440919	-	0	0.000
YNL097C	XIV	441366	442358	-	4	4.000
YNL097W-A	XIV	441431	441586	+	0	0.000
tL(CAA)N	XIV	443006	443119	+	0	0.000
YNL096C	XIV	443398	444315	-	63	63.000
YNL095C	XIV	444912	446840	-	15	15.000
YNL094W	XIV	447611	449374	+	25	25.000
YNL093W	XIV	449868	450530	+	7	7.000
YNL092W	XIV	450871	452073	+	7	7.000
YNL091W	XIV	452408	456130	+	38	38.000
YNL090W	XIV	456565	457143	+	13	13.000
YNL089C	XIV	456693	457169	-	3	3.000
YNL088W	XIV	457704	461990	+	17	17.000
YNL087W	XIV	462411	465947	+	53	53.000
YNL086W	XIV	466334	466642	+	8	8.000
YNL085W	XIV	467131	469623	+	35	35.000
YNL084C	XIV	470053	471102	-	14	14.000
YNL083W	XIV	471377	472861	+	11	11.000
YNL082W	XIV	473391	476012	+	10	10.000
YNL081C	XIV	476188	476619	-	22	22.000
YNL080C	XIV	476932	478032	-	34	34.000
YNL079C	XIV	478566	479165	-	78	78.000
YNL078W	XIV	479768	480991	+	6	6.000
YNL077W	XIV	481391	482977	+	28	28.000
YNL076W	XIV	483556	485310	+	12	12.000
YNL075W	XIV	485607	486479	+	7	7.000
YNL074C	XIV	486766	488124	-	41	41.000
YNL073W	XIV	488386	490116	+	24	24.000
YNL072W	XIV	490317	491240	+	13	13.000
YNL071W	XIV	491523	492971	+	218	218.000
YNL070W	XIV	493366	493548	+	45	45.000
YNL069C	XIV	493956	495001	-	319	319.201
YNL068C	XIV	495701	498289	-	12	12.000
YNL067W-A	XIV	498538	498684	+	0	0.000
YNL067W-B	XIV	499417	499557	+	0	0.000
YNL067W	XIV	499681	500256	+	238	238.000
YNL066W	XIV	501515	502777	+	61	61.000
YNL065W	XIV	503724	505484	+	2	2.000
YNL064C	XIV	505868	507097	-	183	183.000
YNL063W	XIV	507758	508702	+	20	20.000
YNL062C	XIV	508776	510212	-	7	7.000
YNL061W	XIV	510540	512396	+	16	16.000
YNL059C	XIV	512668	514935	-	18	18.000
YNL058C	XIV	515763	516713	-	13	13.000
YNL057W	XIV	516403	516735	+	3	3.000
YNL056W	XIV	517249	517842	+	17	17.000
YNL055C	XIV	517994	518845	-	1209	1211.829
tD(GUC)N	XIV	519099	519169	-	10	10.008
YNL054W-A	XIV	519456	520778	+	0	0.000
YNL054W-B	XIV	519456	524706	+	1	2.131
YNL054W	XIV	526086	529583	+	14	14.000
YNL053W	XIV	529942	531411	+	24	24.000
YNL052W	XIV	531725	532186	+	471	471.000
YNL051W	XIV	532659	533870	+	15	15.000
YNL050C	XIV	534079	534982	-	9	9.000
YNL049C	XIV	535281	537911	-	11	11.000
YNL048W	XIV	538173	539819	+	27	27.000
YNL047C	XIV	539911	541881	-	9	9.000
YNL046W	XIV	542304	542822	+	14	14.000
YNL045W	XIV	542963	544978	+	39	39.000
YNL044W	XIV	545268	545877	+	113	113.934
YNL043C	XIV	545589	545909	-	8	8.066
tP(UGG)N1	XIV	547094	547196	+	0	0.000
YNL042W-B	XIV	547113	547370	+	1	1.000
YNL042W	XIV	548100	549290	+	16	16.000
YNL041C	XIV	549468	551987	-	7	7.000
YNL040W	XIV	553380	554750	+	15	15.000
YNL039W	XIV	555048	556832	+	15	15.000
YNL038W	XIV	557020	557783	+	10	10.000
YNL037C	XIV	557920	559002	-	96	96.000
YNL036W	XIV	559814	560479	+	639	639.000
tT(AGU)N2	XIV	560693	560765	-	0	0.000
tP(UGG)N2	XIV	568115	568217	+	1	1.000
YNL035C	XIV	568522	569691	-	14	15.000
tI(AAU)N1	XIV	569867	569940	-	0	0.000
YNL034W	XIV	570477	572315	+	3	3.000
YNL033W	XIV	572999	573853	+	0	0.000
YNL032W	XIV	574506	575351	+	12	12.000
YNL031C	XIV	575640	576050	-	330	330.000
YNL030W	XIV	576727	577038	+	187	187.000
YNL029C	XIV	577205	578773	-	15	15.000
YNL028W	XIV	578679	578996	+	0	0.000
YNL027W	XIV	579580	581616	+	12	12.000
YNL026W	XIV	581920	583374	+	21	21.000
YNL025C	XIV	584320	585291	-	6	6.000
NME1	XIV	585587	585926	+	2	2.000
snR66	XIV	586090	586175	+	4	4.000
YNL024C-A	XIV	586602	586820	-	68	68.000
YNL024C	XIV	587107	587847	-	0	0.000
YNL023C	XIV	588263	591160	-	14	14.000
YNL022C	XIV	591427	592899	-	8	8.000
YNL021W	XIV	593227	595347	+	5	5.000
YNL020C	XIV	595623	597539	-	17	17.000
YNL019C	XIV	598376	599230	-	1	1.000
YNL018C	XIV	599936	601774	-	2	2.000
YNL017C	XIV	602138	602476	-	0	0.000
tI(AAU)N2	XIV	602312	602385	+	0	0.000
YNL016W	XIV	602907	604268	+	38	38.000
YNL015W	XIV	605384	605611	+	105	105.000
YNL014W	XIV	606319	609453	+	31	31.000
YNL013C	XIV	609133	609510	-	0	0.000
YNL012W	XIV	609686	611665	+	47	47.000
YNL011C	XIV	611836	613170	-	12	12.000
YNL010W	XIV	613635	614360	+	36	36.000
YNL009W	XIV	614821	616083	+	28	28.000
YNL008C	XIV	616211	618241	-	28	28.110
YNL007C	XIV	618507	619565	-	226	226.890
YNL006W	XIV	620067	620978	+	24	24.000
YNL005C	XIV	621313	622428	-	43	43.000
YNL004W	XIV	622915	624621	+	43	43.000
YNL003C	XIV	624975	625829	-	32	32.000
YNL002C	XIV	626174	627142	-	22	22.000
YNL001W	XIV	627456	628616	+	6	6.000
YNR001C	XIV	629622	631061	-	575	575.000
YNR001W-A	XIV	631263	631481	+	0	0.000
tP(AGG)N	XIV	631846	631917	-	0	0.000
tN(GUU)N2	XIV	632599	632672	+	1	1.000
YNR002C	XIV	633008	633856	-	985	985.840
YNR003C	XIV	634344	635297	-	8	8.000
YNR003W-A	XIV	634420	634518	+	0	0.000
YNR004W	XIV	635943	636383	+	4	4.000
YNR005C	XIV	636931	637335	-	0	0.000
YNR006W	XIV	636986	638854	+	20	20.000
YNR007C	XIV	639182	640114	-	35	35.000
YNR008W	XIV	640396	642381	+	6	6.000
YNR009W	XIV	642690	643439	+	9	9.000
YNR010W	XIV	643744	644193	+	7	7.000
YNR011C	XIV	644320	646950	-	9	9.000
YNR012W	XIV	647432	648937	+	10	10.000
YNR013C	XIV	649028	651712	-	23	23.000
YNR014W	XIV	652465	653103	+	7	7.000
YNR015W	XIV	653387	654541	+	7	7.000
YNR016C	XIV	654673	661374	-	848	848.227
YNR017W	XIV	662913	663581	+	77	77.000
YNR018W	XIV	664270	664944	+	24	24.000
YNR019W	XIV	665339	667267	+	68	68.000
YNR020C	XIV	667410	668222	-	14	14.000
YNR021W	XIV	668377	669591	+	43	43.000
YNR022C	XIV	669774	670193	-	14	14.000
YNR023W	XIV	670418	672118	+	21	21.000
YNR024W	XIV	672409	672969	+	3	3.000
YNR025C	XIV	672702	673061	-	2	2.000
YNR026C	XIV	673274	674689	-	8	8.000
YNR027W	XIV	674923	675876	+	1	1.000
YNR028W	XIV	676177	677103	+	26	26.000
YNR029C	XIV	677199	678488	-	18	18.000
YNR030W	XIV	678799	680454	+	87	87.000
YNR031C	XIV	680694	685433	-	7	7.000
YNR032W	XIV	686010	687116	+	20	20.000
YNR032C-A	XIV	687243	687464	-	10	10.000
YNR033W	XIV	687635	689998	+	28	28.000
YNR034W	XIV	690321	691286	+	25	25.000
YNR034W-A	XIV	692561	692857	+	171	171.000
YNR035C	XIV	693019	694047	-	48	48.000
YNR036C	XIV	694361	694822	-	99	99.000
YNR037C	XIV	695052	695327	-	25	25.000
YNR038W	XIV	695595	697484	+	9	9.000
YNR039C	XIV	697614	699431	-	13	13.000
YNR040W	XIV	699690	700460	+	9	9.000
YNR041C	XIV	700541	701659	-	28	28.000
YNR042W	XIV	701238	701666	+	0	0.000
YNR043W	XIV	701895	703085	+	97	97.000
YNR044W	XIV	703699	705876	+	9	9.000
YNR045W	XIV	706139	707608	+	10	10.000
YNR046W	XIV	707788	708195	+	15	15.000
YNR047W	XIV	708523	711204	+	18	18.000
YNR048W	XIV	711630	712811	+	9	9.000
YNR049C	XIV	713023	713655	-	10	10.000
YNR050C	XIV	714048	715388	-	41	41.000
snR49	XIV	716120	716284	+	1	1.000
YNR051C	XIV	716780	718327	-	21	21.000
YNR052C	XIV	719346	720647	-	24	24.000
YNR053C	XIV	721120	723112	-	12	12.000
snR191	XIV	721938	722211	-	0	0.000
YNR054C	XIV	723356	724306	-	3	3.000
tL(UAA)N	XIV	726134	726217	-	0	0.000
YNR055C	XIV	728426	730186	-	42	42.000
YNR056C	XIV	731618	733303	-	9	9.000
YNR057C	XIV	733356	734069	-	16	16.000
YNR058W	XIV	734291	735733	+	12	12.000
YNR059W	XIV	736803	738545	+	9	9.000
YNR060W	XIV	739951	742110	+	7	7.000
YNR061C	XIV	742881	743540	-	39	39.000
YNR062C	XIV	744360	745343	-	2	2.000
YNR063W	XIV	746943	748766	+	5	5.000
YNR064C	XIV	749136	750008	-	4	4.000
YNR065C	XIV	750350	753700	-	12	12.000
YNR066C	XIV	753725	755035	-	1	1.000
YNR067C	XIV	755746	759099	-	70	70.000
YNR068C	XIV	760067	760885	-	4	4.000
YNR069C	XIV	761123	762592	-	6	6.000
YNR070W	XIV	765375	769376	+	0	0.000
YNR071C	XIV	770440	771468	-	0	0.000
YNR072W	XIV	772657	774351	+	6	6.000
YNR073C	XIV	774792	776300	-	19	19.000
YNR074C	XIV	777602	778738	-	0	0.000
YNR075W	XIV	779916	781040	+	0	0.000
YNR075C-A	XIV	781511	781603	-	0	0.000
YNR076W	XIV	781918	782280	+	0	0.000
YNR077C	XIV	783287	783541	-	0	0.000
YOL166W-A	XV	585	740	+	0	0.000
YOL166C	XV	1000	1338	-	0	0.000
YOL165C	XV	1647	2078	-	0	0.000
YOL164W-A	XV	4130	4312	+	1	1.000
YOL164W	XV	6175	8115	+	7	7.000
YOL163W	XV	9597	10106	+	4	4.800
YOL162W	XV	10119	10766	+	1	1.200
YOL161C	XV	11549	11911	-	0	0.000
YOL160W	XV	14313	14654	+	0	0.000
YOL159C-A	XV	15233	15505	-	3	3.000
YOL159C	XV	17281	17796	-	19	19.000
YOL158C	XV	19491	21311	-	23	23.000
YOL157C	XV	22525	24294	-	10	11.154
YOL156W	XV	25273	26976	+	3	4.333
YOL155W-A	XV	27084	27218	+	1	1.000
YOL155C	XV	28703	31606	-	718	718.000
YOL154W	XV	34658	35407	+	12	12.000
YOL152W	XV	40748	42610	+	19	19.000
YOL151W	XV	43694	44722	+	60	60.000
YOL150C	XV	44473	44784	-	0	0.000
YOL149W	XV	44938	45633	+	15	15.000
YOL148C	XV	45760	47574	-	10	10.000
YOL147C	XV	47933	48643	-	286	286.000
YOL146W	XV	48864	49448	+	17	17.000
YOL145C	XV	49555	52788	-	14	14.000
YOL144W	XV	53098	54552	+	4	4.000
YOL143C	XV	54595	55104	-	58	58.000
YOL142W	XV	55558	56280	+	21	21.000
YOL141W	XV	56452	58539	+	0	0.000
YOL140W	XV	58759	60030	+	32	32.000
YOL139C	XV	60383	61024	-	90	90.000
YOL138C	XV	61325	65350	-	16	16.000
YOL137W	XV	65621	67114	+	19	19.000
YOL136C	XV	67561	68754	-	10	10.000
YOL135C	XV	69376	70044	-	8	8.000
YOL134C	XV	70156	70545	-	1	1.000
YOL133W	XV	70325	70690	+	22	22.000
YOL132W	XV	71300	72715	+	3	3.000
YOL131W	XV	73031	73357	+	2	2.000
YOL130W	XV	74400	76979	+	20	20.000
YOL129W	XV	77560	78114	+	129	129.000
YOL128C	XV	78352	79479	-	8	8.000
YOL127W	XV	80348	81190	+	262	262.000
YOL126C	XV	81787	82920	-	114	114.000
YOL125W	XV	83834	85264	+	6	6.000
YOL124C	XV	85456	86757	-	5	5.000
YOL123W	XV	87844	89448	+	78	78.000
YOL122C	XV	89692	91419	-	55	55.000
YOL121C	XV	92026	92850	-	66	66.000
YOL120C	XV	93395	94402	-	402	402.000
YOL119C	XV	94856	96361	-	45	45.000
YOL118C	XV	96608	96916	-	7	7.000
YOL117W	XV	97551	99488	+	8	8.000
YOL116W	XV	99809	100957	+	18	18.000
YOL115W	XV	101475	103229	+	9	9.000
YOL114C	XV	103317	103925	-	8	8.000
YOL113W	XV	104326	106293	+	45	45.000
YOL112W	XV	106710	108188	+	19	19.000
YOL111C	XV	108258	108896	-	29	29.000
YOL110W	XV	109176	109889	+	76	76.000
YOL109W	XV	110297	110638	+	434	434.931
tG(UCC)O	XV	110962	111033	-	0	0.000
YOL108C	XV	111431	111886	-	16	16.000
YOL107W	XV	112102	113130	+	8	8.000
YOL106W	XV	113226	113579	+	6	6.000
tT(AGU)O1	XV	113802	113874	+	0	0.000
YOL105C	XV	114138	115808	-	48	48.000
YOL104C	XV	116396	117454	-	3	3.000
YOL103W-A	XV	118000	119322	+	0	0.000
YOL103W-B	XV	118000	123268	+	0	0.000
YOL103W	XV	124001	125830	+	15	15.000
YOL102C	XV	125997	126689	-	13	13.000
YOL101C	XV	126982	127920	-	41	41.000
YOL100W	XV	129237	132482	+	36	36.000
YOL099C	XV	132017	132508	-	4	4.103
YOL098C	XV	132725	135838	-	35	35.897
snR58	XV	136088	136183	-	0	0.000
YOL097W-A	XV	136220	136405	+	1	1.000
YOL097C	XV	136527	137825	-	34	34.000
YOL096C	XV	138107	139045	-	10	10.000
YOL095C	XV	139227	141347	-	8	8.000
YOL094C	XV	141584	142555	-	16	16.000
YOL093W	XV	142815	143696	+	9	9.000
YOL092W	XV	144204	145130	+	41	41.000
YOL091W	XV	145334	147163	+	3	3.000
YOL090W	XV	147382	150276	+	12	12.000
YOL089C	XV	150398	153490	-	9	9.000
YOL088C	XV	153912	154745	-	39	39.000
YOL087C	XV	155287	158637	-	13	13.000
YOL086W-A	XV	159173	159445	+	18	18.000
YOL086C	XV	159548	160594	-	1013	1082.345
YOL085W-A	XV	161579	161791	+	24	24.000
YOL085C	XV	161673	162014	-	1	1.000
YOL084W	XV	162356	165331	+	134	134.000
YOL083W	XV	165714	166952	+	64	64.000
YOL083C-A	XV	166461	166601	-	1	1.000
YOL082W	XV	168727	169974	+	38	38.000
YOL081W	XV	171070	180309	+	54	54.000
YOL080C	XV	180558	181427	-	2	2.000
YOL079W	XV	181057	181455	+	0	0.000
YOL078W	XV	181682	185212	+	1	1.000
YOL077W-A	XV	185438	185644	+	55	55.000
YOL077C	XV	185848	186723	-	11	11.000
YOL076W	XV	187024	189414	+	7	7.000
YOL075C	XV	189658	193542	-	10	10.000
YOL073C	XV	193832	194800	-	23	23.000
YOL072W	XV	194970	196337	+	11	11.000
YOL071W	XV	196507	196995	+	47	47.000
YOL070C	XV	197220	198725	-	16	16.000
YOL069W	XV	198942	200297	+	7	7.000
YOL068C	XV	200368	201879	-	33	33.917
YOL067C	XV	201985	202518	-	3	3.083
YOL066C	XV	202696	204471	-	7	7.000
YOL065C	XV	204731	205885	-	11	11.000
YOL064C	XV	206103	207176	-	42	42.000
YOL063C	XV	207392	210265	-	16	16.000
YOL062C	XV	210520	211995	-	43	43.000
YOL061W	XV	212244	213734	+	51	51.000
YOL060C	XV	214017	216137	-	49	49.000
YOL059W	XV	217126	218448	+	38	38.000
YOL058W	XV	219211	220473	+	270	270.000
YOL057W	XV	220767	222902	+	28	28.000
YOL056W	XV	223268	224179	+	3	3.000
YOL055C	XV	224420	226075	-	3	3.000
tG(GCC)O1	XV	226611	226681	-	0	0.000
tN(GUU)O1	XV	228331	228404	+	0	0.000
YOL054W	XV	228614	229834	+	11	11.000
YOL053W	XV	230085	231272	+	9	9.000
YOL052C-A	XV	231570	231755	-	2097	2098.392
YOL052C	XV	232446	233636	-	17	17.000
snR81	XV	234346	234546	+	0	0.000
YOL051W	XV	234940	238185	+	39	39.000
YOL050C	XV	237882	238202	-	1	1.000
YOL049W	XV	238619	240094	+	36	36.000
YOL048C	XV	240204	241310	-	45	45.000
YOL047C	XV	241614	242747	-	5	5.000
YOL046C	XV	243466	244140	-	1	1.000
YOL045W	XV	243497	246802	+	8	8.000
YOL044W	XV	247150	248301	+	10	10.000
YOL043C	XV	248392	249534	-	6	6.000
YOL042W	XV	249825	250916	+	14	14.000
YOL041C	XV	251267	252646	-	7	7.000
YOL040C	XV	253149	253577	-	330	330.000
YOL039W	XV	254297	254617	+	330	330.000
YOL038C-A	XV	254926	255021	-	0	0.000
YOL038W	XV	255337	256101	+	84	84.000
YOL037C	XV	256666	257019	-	1	1.000
YOL036W	XV	256745	259030	+	39	39.000
YOL035C	XV	258803	259105	-	0	0.000
snR50	XV	259489	259578	+	1	1.000
YOL034W	XV	259923	263204	+	12	12.000
YOL033W	XV	263475	265085	+	2	2.000
YOL032W	XV	265429	266169	+	34	34.000
YOL031C	XV	266264	267529	-	8	8.000
YOL030W	XV	268187	269641	+	146	146.000
YOL029C	XV	269815	270420	-	2	2.000
YOL028C	XV	270633	271370	-	2	2.000
YOL027C	XV	272003	273724	-	49	49.000
YOL026C	XV	274012	274353	-	26	26.000
tS(GCU)O	XV	274673	274773	+	0	0.000
YOL025W	XV	274957	276939	+	14	14.000
YOL024W	XV	277086	277604	+	0	0.000
YOL023W	XV	278056	280086	+	6	6.000
YOL022C	XV	280272	281498	-	23	23.000
tG(GCC)O2	XV	282164	282234	+	0	0.000
YOL021C	XV	282421	285426	-	24	24.000
YOL020W	XV	286172	287950	+	4	4.000
tY(GUA)O	XV	288192	288280	+	0	0.000
YOL019W-A	XV	288420	288572	+	0	0.000
YOL019W	XV	288898	290553	+	25	25.000
YOL018C	XV	290881	292074	-	15	15.000
YOL017W	XV	292529	294673	+	14	14.000
YOL016C	XV	294777	296120	-	17	17.000
YOL015W	XV	297078	298838	+	2	2.000
YOL014W	XV	299693	300067	+	2	2.000
YOL013W-B	XV	300690	300980	+	1	1.000
YOL013W-A	XV	301047	301238	+	0	0.500
tP(UGG)O1	XV	301097	301198	+	0	0.500
YOL013C	XV	301380	303035	-	21	21.000
YOL012C	XV	303579	303983	-	79	79.000
YOL011W	XV	305349	307409	+	37	37.000
YOL010W	XV	307938	309041	+	7	7.000
YOL009C	XV	309324	310139	-	10	10.000
YOL008W	XV	310312	310935	+	5	5.000
YOL007C	XV	311342	312367	-	19	19.000
YOL006C	XV	313078	315387	-	17	17.000
YOL005C	XV	315813	316175	-	22	22.000
YOL004W	XV	316938	321548	+	25	25.000
YOL003C	XV	321858	322994	-	18	18.000
YOL002C	XV	323411	324364	-	37	37.000
YOL001W	XV	325249	326130	+	14	14.000
YOR001W	XV	326832	329033	+	19	19.000
YOR002W	XV	329417	331051	+	75	75.000
YOR003W	XV	331455	332891	+	24	24.000
YOR004W	XV	333592	334356	+	4	4.000
YOR005C	XV	334509	337343	-	17	17.000
YOR006C	XV	337680	338621	-	11	11.000
YOR007C	XV	338938	339978	-	204	204.000
tR(ACG)O	XV	340299	340371	-	0	0.000
YOR008C	XV	341278	342414	-	81	81.000
YOR008C-A	XV	342857	343081	-	0	0.000
YOR008W-B	XV	343929	344030	+	2	2.000
YOR009W	XV	344335	345798	+	12	12.000
YOR010C	XV	346195	346950	-	129	129.000
YOR011W	XV	349679	353863	+	24	24.000
tT(AGU)O2	XV	354041	354113	-	0	0.000
YOR011W-A	XV	355652	355858	+	0	0.000
YOR012W	XV	356543	356956	+	1	1.000
YOR013W	XV	356751	357221	+	2	2.000
YOR014W	XV	357674	359947	+	31	32.409
YOR015W	XV	359993	360352	+	13	13.591
YOR016C	XV	360461	361084	-	35	35.000
YOR017W	XV	361412	363814	+	12	12.000
YOR018W	XV	364369	366882	+	10	10.000
YOR019W	XV	368127	370319	+	8	8.000
YOR020C	XV	370524	370844	-	296	296.000
YOR020W-A	XV	371685	371957	+	39	39.000
YOR021C	XV	372798	373439	-	20	20.000
YOR022C	XV	373710	375857	-	4	4.000
YOR023C	XV	376012	377712	-	30	30.000
YOR024W	XV	377847	378170	+	0	0.000
YOR025W	XV	378219	379562	+	8	8.000
YOR026W	XV	379781	380806	+	15	15.000
YOR027W	XV	381053	382822	+	262	262.000
YOR028C	XV	383533	384420	-	7	7.000
YOR029W	XV	384600	384935	+	1	1.000
YOR030W	XV	386825	388684	+	12	12.000
YOR032C	XV	389771	391075	-	11	11.000
YOR032W-A	XV	392176	392376	+	4	4.000
YOR033C	XV	392416	394524	-	6	6.000
YOR034C	XV	394837	397086	-	30	30.000
YOR034C-A	XV	397426	397668	-	2	2.000
YOR035C	XV	397735	400104	-	20	20.000
YOR036W	XV	400348	401214	+	31	31.000
YOR037W	XV	401555	402655	+	6	6.000
YOR038C	XV	402761	405388	-	12	12.000
YOR039W	XV	405768	406544	+	45	45.000
YOR040W	XV	407064	407921	+	28	28.000
snR9	XV	407948	408134	-	3	3.000
YOR041C	XV	408358	408789	-	0	0.000
YOR042W	XV	408425	409660	+	42	42.000
snR62	XV	409765	409864	-	0	0.000
YOR043W	XV	410870	412330	+	28	28.000
YOR044W	XV	413007	413480	+	12	12.000
YOR045W	XV	413852	414037	+	76	76.000
YOR046C	XV	414459	415907	-	18	18.000
YOR047C	XV	416347	417681	-	6	6.000
YOR048C	XV	418630	421650	-	20	20.000
YOR049C	XV	422668	423732	-	5	5.000
YOR050C	XV	424270	424617	-	2	2.000
YOR051C	XV	424846	426084	-	12	12.000
YOR052C	XV	426772	427224	-	75	75.000
YOR053W	XV	427817	428158	+	1	1.000
YOR054C	XV	427833	429857	-	17	17.000
YOR055W	XV	429478	429912	+	0	0.000
YOR056C	XV	430247	431626	-	23	23.000
YOR057W	XV	432186	433373	+	8	8.000
YOR058C	XV	433688	436345	-	11	11.000
tK(UUU)O	XV	438643	438738	+	0	0.000
YOR059C	XV	438906	440258	-	25	25.000
YOR060C	XV	440390	441163	-	2	2.000
YOR061W	XV	441534	442553	+	22	22.000
YOR062C	XV	442725	443531	-	5	5.000
YOR063W	XV	444686	445849	+	541	541.000
YOR064C	XV	446079	446738	-	18	18.000
YOR065W	XV	447439	448368	+	235	235.000
YOR066W	XV	449436	451325	+	4	4.000
YOR067C	XV	451729	453462	-	28	28.000
YOR069W	XV	453768	455795	+	9	9.000
YOR068C	XV	453869	454213	-	0	0.000
YOR070C	XV	455907	457820	-	24	24.000
YOR071C	XV	459480	461276	-	10	10.000
YOR072W	XV	461502	461816	+	1	1.000
YOR072W-A	XV	461791	462039	+	1	1.000
tP(UGG)O2	XV	464450	464551	+	0	0.000
YOR072W-B	XV	464469	464630	+	0	0.000
YOR073W	XV	464771	466543	+	13	13.000
YOR074C	XV	466675	467589	-	9	9.000
YOR073W-A	XV	467390	467623	+	0	0.000
YOR075W	XV	468212	469252	+	12	12.000
YOR076C	XV	469377	471620	-	7	7.000
YOR077W	XV	471899	472597	+	3	3.000
YOR078W	XV	472725	473369	+	2	2.000
YOR079C	XV	473475	474416	-	15	15.000
YOR080W	XV	474594	476792	+	5	5.000
YOR081C	XV	476939	479188	-	8	8.000
YOR082C	XV	479296	479637	-	0	0.000
YOR083W	XV	479533	480420	+	3	3.000
YOR084W	XV	480587	481750	+	68	68.000
YOR085W	XV	482033	483085	+	52	52.000
YOR086C	XV	483219	486779	-	37	37.000
tN(GUU)O2	XV	487439	487512	+	0	0.000
YOR087W	XV	487707	489734	+	30	30.000
YOR089C	XV	490196	490828	-	26	26.000
YOR090C	XV	491123	492841	-	25	25.000
YOR091W	XV	493433	494470	+	5	5.000
YOR092W	XV	495127	496968	+	9	9.000
YOR093C	XV	497506	502452	-	10	10.000
YOR094W	XV	502795	503346	+	6	6.000
YOR095C	XV	503552	504328	-	7	7.000
YOR096W	XV	505794	506767	+	159	159.000
YOR097C	XV	506978	507505	-	8	8.000
YOR098C	XV	507948	511178	-	17	17.000
YOR099W	XV	511825	513006	+	131	131.819
YOR100C	XV	513295	514278	-	45	45.000
YOR101W	XV	515244	516173	+	9	9.000
YOR102W	XV	516423	516773	+	1	1.000
YOR103C	XV	516449	516841	-	54	54.000
YOR104W	XV	517642	518490	+	9	22.000
